¿œ¿⁄,ºˆ∑Æ,º“∫–∑˘
2023-10-19,450,≈∫ªÍ¿Ω∑·
2023-10-19,-96,≈∫ªÍ¿Ω∑·
2023-10-20,60,≈∫ªÍ¿Ω∑·
2023-10-23,480,≈∫ªÍ¿Ω∑·
2023-10-23,960,≈∫ªÍ¿Ω∑·
2023-10-24,720,≈∫ªÍ¿Ω∑·
2023-10-24,240,≈∫ªÍ¿Ω∑·
2023-10-25,150,≈∫ªÍ¿Ω∑·
2023-10-25,480,≈∫ªÍ¿Ω∑·
2023-10-25,-36,≈∫ªÍ¿Ω∑·
2023-10-25,-24,≈∫ªÍ¿Ω∑·
2023-10-25,-5,≈∫ªÍ¿Ω∑·
2023-10-25,-24,≈∫ªÍ¿Ω∑·
2023-10-25,-63,≈∫ªÍ¿Ω∑·
2023-10-30,360,≈∫ªÍ¿Ω∑·
2023-11-02,240,≈∫ªÍ¿Ω∑·
2023-11-02,320,≈∫ªÍ¿Ω∑·
2023-11-02,600,≈∫ªÍ¿Ω∑·
2023-11-03,150,≈∫ªÍ¿Ω∑·
2023-11-03,150,≈∫ªÍ¿Ω∑·
2023-11-03,60,≈∫ªÍ¿Ω∑·
2023-11-04,480,≈∫ªÍ¿Ω∑·
2023-11-06,300,≈∫ªÍ¿Ω∑·
2023-11-07,1890,≈∫ªÍ¿Ω∑·
2023-11-07,300,≈∫ªÍ¿Ω∑·
2023-11-07,400,≈∫ªÍ¿Ω∑·
2023-11-07,240,≈∫ªÍ¿Ω∑·
2023-11-08,900,≈∫ªÍ¿Ω∑·
2023-11-08,600,≈∫ªÍ¿Ω∑·
2023-11-10,240,≈∫ªÍ¿Ω∑·
2023-11-10,270,≈∫ªÍ¿Ω∑·
2023-11-11,270,≈∫ªÍ¿Ω∑·
2023-11-13,240,≈∫ªÍ¿Ω∑·
2023-11-13,600,≈∫ªÍ¿Ω∑·
2023-11-15,528,≈∫ªÍ¿Ω∑·
2023-11-15,900,≈∫ªÍ¿Ω∑·
2023-11-15,210,≈∫ªÍ¿Ω∑·
2023-11-15,360,≈∫ªÍ¿Ω∑·
2023-11-17,60,≈∫ªÍ¿Ω∑·
2023-11-17,480,≈∫ªÍ¿Ω∑·
2023-11-20,528,≈∫ªÍ¿Ω∑·
2023-11-20,240,≈∫ªÍ¿Ω∑·
2023-11-22,320,≈∫ªÍ¿Ω∑·
2023-11-22,-3,≈∫ªÍ¿Ω∑·
2023-11-22,-36,≈∫ªÍ¿Ω∑·
2023-11-22,-36,≈∫ªÍ¿Ω∑·
2023-11-22,-2,≈∫ªÍ¿Ω∑·
2023-11-22,450,≈∫ªÍ¿Ω∑·
2023-11-22,300,≈∫ªÍ¿Ω∑·
2023-11-22,240,≈∫ªÍ¿Ω∑·
2023-11-22,-72,≈∫ªÍ¿Ω∑·
2023-11-22,-24,≈∫ªÍ¿Ω∑·
2023-11-23,720,≈∫ªÍ¿Ω∑·
2023-11-23,600,≈∫ªÍ¿Ω∑·
2023-11-24,768,≈∫ªÍ¿Ω∑·
2023-11-24,600,≈∫ªÍ¿Ω∑·
2023-11-24,-19,≈∫ªÍ¿Ω∑·
2023-11-29,240,≈∫ªÍ¿Ω∑·
2023-12-01,150,≈∫ªÍ¿Ω∑·
2023-12-01,60,≈∫ªÍ¿Ω∑·
2023-12-06,360,≈∫ªÍ¿Ω∑·
2023-12-06,24,≈∫ªÍ¿Ω∑·
2023-12-06,-24,≈∫ªÍ¿Ω∑·
2023-12-07,480,≈∫ªÍ¿Ω∑·
2023-12-08,600,≈∫ªÍ¿Ω∑·
2023-12-11,240,≈∫ªÍ¿Ω∑·
2023-12-14,528,≈∫ªÍ¿Ω∑·
2023-12-14,720,≈∫ªÍ¿Ω∑·
2023-12-14,600,≈∫ªÍ¿Ω∑·
2023-12-14,96,≈∫ªÍ¿Ω∑·
2023-12-14,240,≈∫ªÍ¿Ω∑·
2023-12-14,-96,≈∫ªÍ¿Ω∑·
2023-12-15,1500,≈∫ªÍ¿Ω∑·
2023-12-18,480,≈∫ªÍ¿Ω∑·
2023-12-20,360,≈∫ªÍ¿Ω∑·
2023-12-20,270,≈∫ªÍ¿Ω∑·
2023-12-20,240,≈∫ªÍ¿Ω∑·
2023-12-20,-270,≈∫ªÍ¿Ω∑·
2023-12-20,420,≈∫ªÍ¿Ω∑·
2023-12-20,480,≈∫ªÍ¿Ω∑·
2023-12-26,1200,≈∫ªÍ¿Ω∑·
2023-12-26,240,≈∫ªÍ¿Ω∑·
2024-01-02,480,≈∫ªÍ¿Ω∑·
2024-01-02,240,≈∫ªÍ¿Ω∑·
2024-01-02,240,≈∫ªÍ¿Ω∑·
2024-01-02,480,≈∫ªÍ¿Ω∑·
2024-01-02,300,≈∫ªÍ¿Ω∑·
2024-01-02,120,≈∫ªÍ¿Ω∑·
2024-01-02,120,≈∫ªÍ¿Ω∑·
2024-01-02,300,≈∫ªÍ¿Ω∑·
2024-01-02,720,≈∫ªÍ¿Ω∑·
2024-01-02,400,≈∫ªÍ¿Ω∑·
2024-01-03,528,≈∫ªÍ¿Ω∑·
2024-01-03,2472,≈∫ªÍ¿Ω∑·
2024-01-03,480,≈∫ªÍ¿Ω∑·
2024-01-04,400,≈∫ªÍ¿Ω∑·
2024-01-05,150,≈∫ªÍ¿Ω∑·
2024-01-05,150,≈∫ªÍ¿Ω∑·
2024-01-05,300,≈∫ªÍ¿Ω∑·
2024-01-05,150,≈∫ªÍ¿Ω∑·
2024-01-05,36,≈∫ªÍ¿Ω∑·
2024-01-05,36,≈∫ªÍ¿Ω∑·
2024-01-05,60,≈∫ªÍ¿Ω∑·
2024-01-11,360,≈∫ªÍ¿Ω∑·
2024-01-11,200,≈∫ªÍ¿Ω∑·
2024-01-12,480,≈∫ªÍ¿Ω∑·
2024-01-12,720,≈∫ªÍ¿Ω∑·
2024-01-17,900,≈∫ªÍ¿Ω∑·
2024-01-17,240,≈∫ªÍ¿Ω∑·
2024-01-17,72,≈∫ªÍ¿Ω∑·
2024-01-17,2880,≈∫ªÍ¿Ω∑·
2024-01-17,72,≈∫ªÍ¿Ω∑·
2024-01-17,-1,≈∫ªÍ¿Ω∑·
2024-01-19,480,≈∫ªÍ¿Ω∑·
2024-01-19,240,≈∫ªÍ¿Ω∑·
2024-01-24,528,≈∫ªÍ¿Ω∑·
2024-01-25,600,≈∫ªÍ¿Ω∑·
2024-01-29,600,≈∫ªÍ¿Ω∑·
2024-01-31,400,≈∫ªÍ¿Ω∑·
2024-02-01,80,≈∫ªÍ¿Ω∑·
2024-02-02,150,≈∫ªÍ¿Ω∑·
2024-02-02,300,≈∫ªÍ¿Ω∑·
2024-02-02,150,≈∫ªÍ¿Ω∑·
2024-02-02,150,≈∫ªÍ¿Ω∑·
2024-02-05,72,≈∫ªÍ¿Ω∑·
2024-02-05,-12,≈∫ªÍ¿Ω∑·
2024-02-05,300,≈∫ªÍ¿Ω∑·
2024-02-05,400,≈∫ªÍ¿Ω∑·
2024-02-05,400,≈∫ªÍ¿Ω∑·
2024-02-05,360,≈∫ªÍ¿Ω∑·
2024-02-05,-72,≈∫ªÍ¿Ω∑·
2024-02-05,-48,≈∫ªÍ¿Ω∑·
2024-02-05,-20,≈∫ªÍ¿Ω∑·
2024-02-05,-210,≈∫ªÍ¿Ω∑·
2024-02-14,360,≈∫ªÍ¿Ω∑·
2024-02-14,720,≈∫ªÍ¿Ω∑·
2024-02-16,480,≈∫ªÍ¿Ω∑·
2024-02-16,300,≈∫ªÍ¿Ω∑·
2024-02-16,-24,≈∫ªÍ¿Ω∑·
2024-02-16,36,≈∫ªÍ¿Ω∑·
2024-02-16,1500,≈∫ªÍ¿Ω∑·
2024-02-19,240,≈∫ªÍ¿Ω∑·
2024-02-19,120,≈∫ªÍ¿Ω∑·
2024-02-19,360,≈∫ªÍ¿Ω∑·
2024-02-21,528,≈∫ªÍ¿Ω∑·
2024-02-21,600,≈∫ªÍ¿Ω∑·
2024-02-21,72,≈∫ªÍ¿Ω∑·
2024-02-21,450,≈∫ªÍ¿Ω∑·
2024-02-21,288,≈∫ªÍ¿Ω∑·
2024-02-23,300,≈∫ªÍ¿Ω∑·
2024-02-23,24,≈∫ªÍ¿Ω∑·
2024-02-23,-30,≈∫ªÍ¿Ω∑·
2024-02-23,150,≈∫ªÍ¿Ω∑·
2024-02-24,24,≈∫ªÍ¿Ω∑·
2024-02-24,240,≈∫ªÍ¿Ω∑·
2024-02-26,24,≈∫ªÍ¿Ω∑·
2024-02-26,300,≈∫ªÍ¿Ω∑·
2024-02-27,240,≈∫ªÍ¿Ω∑·
2024-02-27,240,≈∫ªÍ¿Ω∑·
2024-02-28,480,≈∫ªÍ¿Ω∑·
2024-02-28,160,≈∫ªÍ¿Ω∑·
2024-02-29,720,≈∫ªÍ¿Ω∑·
2024-02-29,600,≈∫ªÍ¿Ω∑·
2024-03-02,480,≈∫ªÍ¿Ω∑·
2024-03-04,384,≈∫ªÍ¿Ω∑·
2024-03-06,2880,≈∫ªÍ¿Ω∑·
2024-03-07,480,≈∫ªÍ¿Ω∑·
2024-03-07,150,≈∫ªÍ¿Ω∑·
2024-03-07,636,≈∫ªÍ¿Ω∑·
2024-03-07,120,≈∫ªÍ¿Ω∑·
2024-03-07,-192,≈∫ªÍ¿Ω∑·
2024-03-07,-100,≈∫ªÍ¿Ω∑·
2024-03-08,240,≈∫ªÍ¿Ω∑·
2024-03-08,90,≈∫ªÍ¿Ω∑·
2024-03-08,60,≈∫ªÍ¿Ω∑·
2024-03-08,240,≈∫ªÍ¿Ω∑·
2024-03-09,120,≈∫ªÍ¿Ω∑·
2024-03-11,1152,≈∫ªÍ¿Ω∑·
2024-03-12,600,≈∫ªÍ¿Ω∑·
2024-03-13,792,≈∫ªÍ¿Ω∑·
2024-03-13,900,≈∫ªÍ¿Ω∑·
2024-03-13,-9,≈∫ªÍ¿Ω∑·
2024-03-16,270,≈∫ªÍ¿Ω∑·
2024-03-19,600,≈∫ªÍ¿Ω∑·
2024-03-20,528,≈∫ªÍ¿Ω∑·
2024-03-20,768,≈∫ªÍ¿Ω∑·
2024-03-20,1200,≈∫ªÍ¿Ω∑·
2024-03-21,480,≈∫ªÍ¿Ω∑·
2024-03-21,900,≈∫ªÍ¿Ω∑·
2024-03-22,300,≈∫ªÍ¿Ω∑·
2024-03-22,144,≈∫ªÍ¿Ω∑·
2024-03-23,270,≈∫ªÍ¿Ω∑·
2024-03-26,240,≈∫ªÍ¿Ω∑·
2024-03-26,270,≈∫ªÍ¿Ω∑·
2024-03-27,240,≈∫ªÍ¿Ω∑·
2024-03-30,240,≈∫ªÍ¿Ω∑·
2024-03-30,240,≈∫ªÍ¿Ω∑·
2024-04-02,240,≈∫ªÍ¿Ω∑·
2024-04-02,600,≈∫ªÍ¿Ω∑·
2024-04-03,2970,≈∫ªÍ¿Ω∑·
2024-04-04,300,≈∫ªÍ¿Ω∑·
2024-04-04,40,≈∫ªÍ¿Ω∑·
2024-04-05,150,≈∫ªÍ¿Ω∑·
2024-04-05,150,≈∫ªÍ¿Ω∑·
2024-04-05,720,≈∫ªÍ¿Ω∑·
2024-04-05,240,≈∫ªÍ¿Ω∑·
2024-04-05,90,≈∫ªÍ¿Ω∑·
2024-04-05,60,≈∫ªÍ¿Ω∑·
2024-04-05,24,≈∫ªÍ¿Ω∑·
2024-04-06,384,≈∫ªÍ¿Ω∑·
2024-04-06,240,≈∫ªÍ¿Ω∑·
2024-04-08,720,≈∫ªÍ¿Ω∑·
2024-04-08,720,≈∫ªÍ¿Ω∑·
2024-04-08,480,≈∫ªÍ¿Ω∑·
2024-04-09,480,≈∫ªÍ¿Ω∑·
2024-04-09,120,≈∫ªÍ¿Ω∑·
2024-04-11,720,≈∫ªÍ¿Ω∑·
2024-04-11,600,≈∫ªÍ¿Ω∑·
2024-04-12,150,≈∫ªÍ¿Ω∑·
2024-04-18,480,≈∫ªÍ¿Ω∑·
2024-04-19,240,≈∫ªÍ¿Ω∑·
2024-04-19,270,≈∫ªÍ¿Ω∑·
2024-04-19,600,≈∫ªÍ¿Ω∑·
2024-04-22,600,≈∫ªÍ¿Ω∑·
2024-04-23,210,≈∫ªÍ¿Ω∑·
2024-04-23,36,≈∫ªÍ¿Ω∑·
2024-04-23,720,≈∫ªÍ¿Ω∑·
2024-04-23,600,≈∫ªÍ¿Ω∑·
2024-04-23,-80,≈∫ªÍ¿Ω∑·
2024-04-24,1056,≈∫ªÍ¿Ω∑·
2024-04-24,360,≈∫ªÍ¿Ω∑·
2024-04-24,360,≈∫ªÍ¿Ω∑·
2024-04-24,120,≈∫ªÍ¿Ω∑·
2024-04-24,-76,≈∫ªÍ¿Ω∑·
2024-04-26,600,≈∫ªÍ¿Ω∑·
2024-04-26,600,≈∫ªÍ¿Ω∑·
2024-04-27,20,≈∫ªÍ¿Ω∑·
2024-04-29,600,≈∫ªÍ¿Ω∑·
2024-05-02,144,≈∫ªÍ¿Ω∑·
2024-05-02,360,≈∫ªÍ¿Ω∑·
2024-05-03,600,≈∫ªÍ¿Ω∑·
2024-05-03,240,≈∫ªÍ¿Ω∑·
2024-05-03,150,≈∫ªÍ¿Ω∑·
2024-05-03,150,≈∫ªÍ¿Ω∑·
2024-05-03,150,≈∫ªÍ¿Ω∑·
2024-05-03,300,≈∫ªÍ¿Ω∑·
2024-05-03,400,≈∫ªÍ¿Ω∑·
2024-05-03,150,≈∫ªÍ¿Ω∑·
2024-05-03,150,≈∫ªÍ¿Ω∑·
2024-05-03,150,≈∫ªÍ¿Ω∑·
2024-05-03,150,≈∫ªÍ¿Ω∑·
2024-05-03,-20,≈∫ªÍ¿Ω∑·
2024-05-07,240,≈∫ªÍ¿Ω∑·
2024-05-07,600,≈∫ªÍ¿Ω∑·
2024-05-09,72,≈∫ªÍ¿Ω∑·
2024-05-09,400,≈∫ªÍ¿Ω∑·
2024-05-09,260,≈∫ªÍ¿Ω∑·
2024-05-09,450,≈∫ªÍ¿Ω∑·
2024-05-10,2970,≈∫ªÍ¿Ω∑·
2024-05-13,360,≈∫ªÍ¿Ω∑·
2024-05-14,720,≈∫ªÍ¿Ω∑·
2024-05-14,480,≈∫ªÍ¿Ω∑·
2024-05-14,270,≈∫ªÍ¿Ω∑·
2024-05-16,2016,≈∫ªÍ¿Ω∑·
2024-05-16,300,≈∫ªÍ¿Ω∑·
2024-05-16,600,≈∫ªÍ¿Ω∑·
2024-05-16,300,≈∫ªÍ¿Ω∑·
2024-05-16,120,≈∫ªÍ¿Ω∑·
2024-05-16,300,≈∫ªÍ¿Ω∑·
2024-05-16,400,≈∫ªÍ¿Ω∑·
2024-05-16,240,≈∫ªÍ¿Ω∑·
2024-05-17,36,≈∫ªÍ¿Ω∑·
2024-05-20,240,≈∫ªÍ¿Ω∑·
2024-05-22,528,≈∫ªÍ¿Ω∑·
2024-05-22,504,≈∫ªÍ¿Ω∑·
2024-05-22,792,≈∫ªÍ¿Ω∑·
2024-05-22,480,≈∫ªÍ¿Ω∑·
2024-05-22,480,≈∫ªÍ¿Ω∑·
2024-05-22,-1,≈∫ªÍ¿Ω∑·
2024-05-22,-1,≈∫ªÍ¿Ω∑·
2024-05-23,228,≈∫ªÍ¿Ω∑·
2024-05-23,300,≈∫ªÍ¿Ω∑·
2024-05-28,376,≈∫ªÍ¿Ω∑·
2024-05-29,720,≈∫ªÍ¿Ω∑·
2024-05-29,672,≈∫ªÍ¿Ω∑·
2024-05-30,2970,≈∫ªÍ¿Ω∑·
2024-05-31,480,≈∫ªÍ¿Ω∑·
2024-06-03,480,≈∫ªÍ¿Ω∑·
2024-06-03,300,≈∫ªÍ¿Ω∑·
2024-06-03,240,≈∫ªÍ¿Ω∑·
2024-06-03,600,≈∫ªÍ¿Ω∑·
2024-06-04,480,≈∫ªÍ¿Ω∑·
2024-06-05,480,≈∫ªÍ¿Ω∑·
2024-06-05,360,≈∫ªÍ¿Ω∑·
2024-06-05,400,≈∫ªÍ¿Ω∑·
2024-06-05,150,≈∫ªÍ¿Ω∑·
2024-06-05,150,≈∫ªÍ¿Ω∑·
2024-06-05,150,≈∫ªÍ¿Ω∑·
2024-06-07,72,≈∫ªÍ¿Ω∑·
2024-06-10,720,≈∫ªÍ¿Ω∑·
2024-06-10,720,≈∫ªÍ¿Ω∑·
2024-06-10,480,≈∫ªÍ¿Ω∑·
2024-06-10,264,≈∫ªÍ¿Ω∑·
2024-06-11,900,≈∫ªÍ¿Ω∑·
2024-06-11,-24,≈∫ªÍ¿Ω∑·
2024-06-11,-144,≈∫ªÍ¿Ω∑·
2024-06-11,400,≈∫ªÍ¿Ω∑·
2024-06-11,-15,≈∫ªÍ¿Ω∑·
2024-06-12,720,≈∫ªÍ¿Ω∑·
2024-06-12,480,≈∫ªÍ¿Ω∑·
2024-06-12,720,≈∫ªÍ¿Ω∑·
2024-06-12,480,≈∫ªÍ¿Ω∑·
2024-06-14,1440,≈∫ªÍ¿Ω∑·
2024-06-14,3960,≈∫ªÍ¿Ω∑·
2024-06-14,150,≈∫ªÍ¿Ω∑·
2024-06-14,60,≈∫ªÍ¿Ω∑·
2024-06-17,720,≈∫ªÍ¿Ω∑·
2024-06-17,720,≈∫ªÍ¿Ω∑·
2024-06-17,288,≈∫ªÍ¿Ω∑·
2024-06-19,400,≈∫ªÍ¿Ω∑·
2024-06-19,2400,≈∫ªÍ¿Ω∑·
2024-06-19,120,≈∫ªÍ¿Ω∑·
2024-06-19,-4,≈∫ªÍ¿Ω∑·
2024-06-19,300,≈∫ªÍ¿Ω∑·
2024-06-19,120,≈∫ªÍ¿Ω∑·
2024-06-19,120,≈∫ªÍ¿Ω∑·
2024-06-19,-240,≈∫ªÍ¿Ω∑·
2024-06-20,360,≈∫ªÍ¿Ω∑·
2024-06-20,360,≈∫ªÍ¿Ω∑·
2024-06-20,600,≈∫ªÍ¿Ω∑·
2024-06-21,400,≈∫ªÍ¿Ω∑·
2024-06-21,600,≈∫ªÍ¿Ω∑·
2024-06-24,288,≈∫ªÍ¿Ω∑·
2024-06-24,800,≈∫ªÍ¿Ω∑·
2024-06-24,120,≈∫ªÍ¿Ω∑·
2024-07-01,60,≈∫ªÍ¿Ω∑·
2024-07-01,120,≈∫ªÍ¿Ω∑·
2024-07-01,600,≈∫ªÍ¿Ω∑·
2024-07-02,480,≈∫ªÍ¿Ω∑·
2024-07-02,120,≈∫ªÍ¿Ω∑·
2024-07-02,300,≈∫ªÍ¿Ω∑·
2024-07-02,600,≈∫ªÍ¿Ω∑·
2024-07-03,528,≈∫ªÍ¿Ω∑·
2024-07-03,600,≈∫ªÍ¿Ω∑·
2024-07-03,390,≈∫ªÍ¿Ω∑·
2024-07-03,480,≈∫ªÍ¿Ω∑·
2024-07-04,-24,≈∫ªÍ¿Ω∑·
2024-07-04,600,≈∫ªÍ¿Ω∑·
2024-07-05,300,≈∫ªÍ¿Ω∑·
2024-07-05,600,≈∫ªÍ¿Ω∑·
2024-07-05,-12,≈∫ªÍ¿Ω∑·
2024-07-08,120,≈∫ªÍ¿Ω∑·
2024-07-08,1200,≈∫ªÍ¿Ω∑·
2024-07-09,60,≈∫ªÍ¿Ω∑·
2024-07-09,960,≈∫ªÍ¿Ω∑·
2024-07-09,600,≈∫ªÍ¿Ω∑·
2024-07-09,1440,≈∫ªÍ¿Ω∑·
2024-07-10,600,≈∫ªÍ¿Ω∑·
2024-07-11,160,≈∫ªÍ¿Ω∑·
2024-07-11,600,≈∫ªÍ¿Ω∑·
2024-07-12,900,≈∫ªÍ¿Ω∑·
2024-07-12,90,≈∫ªÍ¿Ω∑·
2024-07-12,150,≈∫ªÍ¿Ω∑·
2024-07-15,600,≈∫ªÍ¿Ω∑·
2024-07-16,600,≈∫ªÍ¿Ω∑·
2024-07-17,1008,≈∫ªÍ¿Ω∑·
2024-07-18,120,≈∫ªÍ¿Ω∑·
2024-07-19,480,≈∫ªÍ¿Ω∑·
2024-07-19,480,≈∫ªÍ¿Ω∑·
2024-07-19,600,≈∫ªÍ¿Ω∑·
2024-07-19,90,≈∫ªÍ¿Ω∑·
2024-07-19,576,≈∫ªÍ¿Ω∑·
2024-07-19,240,≈∫ªÍ¿Ω∑·
2024-07-19,240,≈∫ªÍ¿Ω∑·
2024-07-19,300,≈∫ªÍ¿Ω∑·
2024-07-19,90,≈∫ªÍ¿Ω∑·
2024-07-19,90,≈∫ªÍ¿Ω∑·
2024-07-23,576,≈∫ªÍ¿Ω∑·
2024-07-24,120,≈∫ªÍ¿Ω∑·
2024-07-25,320,≈∫ªÍ¿Ω∑·
2024-07-25,1440,≈∫ªÍ¿Ω∑·
2024-07-25,120,≈∫ªÍ¿Ω∑·
2024-07-25,600,≈∫ªÍ¿Ω∑·
2024-07-26,240,≈∫ªÍ¿Ω∑·
2024-07-26,240,≈∫ªÍ¿Ω∑·
2024-07-30,150,≈∫ªÍ¿Ω∑·
2024-08-01,640,≈∫ªÍ¿Ω∑·
2024-08-02,120,≈∫ªÍ¿Ω∑·
2024-08-02,150,≈∫ªÍ¿Ω∑·
2024-08-02,600,≈∫ªÍ¿Ω∑·
2024-08-05,384,≈∫ªÍ¿Ω∑·
2024-08-06,120,≈∫ªÍ¿Ω∑·
2024-08-06,240,≈∫ªÍ¿Ω∑·
2024-08-07,600,≈∫ªÍ¿Ω∑·
2024-08-07,120,≈∫ªÍ¿Ω∑·
2024-08-08,150,≈∫ªÍ¿Ω∑·
2024-08-08,210,≈∫ªÍ¿Ω∑·
2024-08-08,-60,≈∫ªÍ¿Ω∑·
2024-08-08,150,≈∫ªÍ¿Ω∑·
2024-08-08,60,≈∫ªÍ¿Ω∑·
2024-08-08,720,≈∫ªÍ¿Ω∑·
2024-08-08,400,≈∫ªÍ¿Ω∑·
2024-08-08,72,≈∫ªÍ¿Ω∑·
2024-08-08,-200,≈∫ªÍ¿Ω∑·
2024-08-09,120,≈∫ªÍ¿Ω∑·
2024-08-09,120,≈∫ªÍ¿Ω∑·
2024-08-09,240,≈∫ªÍ¿Ω∑·
2024-08-09,600,≈∫ªÍ¿Ω∑·
2024-08-12,1200,≈∫ªÍ¿Ω∑·
2024-08-14,1440,≈∫ªÍ¿Ω∑·
2024-08-14,480,≈∫ªÍ¿Ω∑·
2024-08-16,528,≈∫ªÍ¿Ω∑·
2024-08-16,1008,≈∫ªÍ¿Ω∑·
2024-08-16,360,≈∫ªÍ¿Ω∑·
2024-08-20,480,≈∫ªÍ¿Ω∑·
2024-08-21,120,≈∫ªÍ¿Ω∑·
2024-08-21,72,≈∫ªÍ¿Ω∑·
2024-08-21,192,≈∫ªÍ¿Ω∑·
2024-08-21,180,≈∫ªÍ¿Ω∑·
2024-08-22,90,≈∫ªÍ¿Ω∑·
2024-08-22,90,≈∫ªÍ¿Ω∑·
2024-08-22,150,≈∫ªÍ¿Ω∑·
2024-08-22,90,≈∫ªÍ¿Ω∑·
2024-08-23,600,≈∫ªÍ¿Ω∑·
2024-08-23,-48,≈∫ªÍ¿Ω∑·
2024-08-23,300,≈∫ªÍ¿Ω∑·
2024-08-23,240,≈∫ªÍ¿Ω∑·
2024-08-23,-30,≈∫ªÍ¿Ω∑·
2024-08-23,-12,≈∫ªÍ¿Ω∑·
2024-08-30,400,≈∫ªÍ¿Ω∑·
2024-08-30,240,≈∫ªÍ¿Ω∑·
2024-09-02,588,≈∫ªÍ¿Ω∑·
2024-09-02,600,≈∫ªÍ¿Ω∑·
2024-09-02,480,≈∫ªÍ¿Ω∑·
2024-09-02,480,≈∫ªÍ¿Ω∑·
2024-09-03,280,≈∫ªÍ¿Ω∑·
2024-09-03,240,≈∫ªÍ¿Ω∑·
2024-09-03,2970,≈∫ªÍ¿Ω∑·
2024-09-05,210,≈∫ªÍ¿Ω∑·
2024-09-05,480,≈∫ªÍ¿Ω∑·
2024-09-05,600,≈∫ªÍ¿Ω∑·
2024-09-05,300,≈∫ªÍ¿Ω∑·
2024-09-05,600,≈∫ªÍ¿Ω∑·
2024-09-06,150,≈∫ªÍ¿Ω∑·
2024-09-06,120,≈∫ªÍ¿Ω∑·
2024-09-06,150,≈∫ªÍ¿Ω∑·
2024-09-06,150,≈∫ªÍ¿Ω∑·
2024-09-06,150,≈∫ªÍ¿Ω∑·
2024-09-06,60,≈∫ªÍ¿Ω∑·
2024-09-06,60,≈∫ªÍ¿Ω∑·
2024-09-06,240,≈∫ªÍ¿Ω∑·
2024-09-06,360,≈∫ªÍ¿Ω∑·
2024-09-06,240,≈∫ªÍ¿Ω∑·
2024-09-06,600,≈∫ªÍ¿Ω∑·
2024-09-09,480,≈∫ªÍ¿Ω∑·
2024-09-09,240,≈∫ªÍ¿Ω∑·
2024-09-09,600,≈∫ªÍ¿Ω∑·
2024-09-11,504,≈∫ªÍ¿Ω∑·
2024-09-11,240,≈∫ªÍ¿Ω∑·
2024-09-11,600,≈∫ªÍ¿Ω∑·
2024-09-12,144,≈∫ªÍ¿Ω∑·
2024-09-12,600,≈∫ªÍ¿Ω∑·
2024-09-19,300,≈∫ªÍ¿Ω∑·
2024-09-19,400,≈∫ªÍ¿Ω∑·
2024-09-19,-3,≈∫ªÍ¿Ω∑·
2024-09-20,240,≈∫ªÍ¿Ω∑·
2024-09-20,2970,≈∫ªÍ¿Ω∑·
2024-09-20,720,≈∫ªÍ¿Ω∑·
2024-09-23,480,≈∫ªÍ¿Ω∑·
2024-09-23,480,≈∫ªÍ¿Ω∑·
2024-09-23,480,≈∫ªÍ¿Ω∑·
2024-09-23,360,≈∫ªÍ¿Ω∑·
2024-09-23,240,≈∫ªÍ¿Ω∑·
2024-09-23,420,≈∫ªÍ¿Ω∑·
2024-09-24,240,≈∫ªÍ¿Ω∑·
2024-09-24,480,≈∫ªÍ¿Ω∑·
2024-09-24,72,≈∫ªÍ¿Ω∑·
2024-09-24,240,≈∫ªÍ¿Ω∑·
2024-09-26,120,≈∫ªÍ¿Ω∑·
2024-09-26,240,≈∫ªÍ¿Ω∑·
2024-09-27,480,≈∫ªÍ¿Ω∑·
2024-09-27,480,≈∫ªÍ¿Ω∑·
2024-09-27,480,≈∫ªÍ¿Ω∑·
2024-09-27,600,≈∫ªÍ¿Ω∑·
2024-09-30,360,≈∫ªÍ¿Ω∑·
2024-09-30,480,≈∫ªÍ¿Ω∑·
2024-09-30,600,≈∫ªÍ¿Ω∑·
2024-09-30,600,≈∫ªÍ¿Ω∑·
2024-10-01,300,≈∫ªÍ¿Ω∑·
2024-10-01,600,≈∫ªÍ¿Ω∑·
2024-10-01,720,≈∫ªÍ¿Ω∑·
2024-10-01,400,≈∫ªÍ¿Ω∑·
2024-10-02,558,≈∫ªÍ¿Ω∑·
2024-10-02,480,≈∫ªÍ¿Ω∑·
2024-10-02,360,≈∫ªÍ¿Ω∑·
2024-10-04,150,≈∫ªÍ¿Ω∑·
2024-10-04,150,≈∫ªÍ¿Ω∑·
2024-10-04,90,≈∫ªÍ¿Ω∑·
2024-10-07,900,≈∫ªÍ¿Ω∑·
2024-10-07,600,≈∫ªÍ¿Ω∑·
2024-10-07,600,≈∫ªÍ¿Ω∑·
2024-10-08,288,≈∫ªÍ¿Ω∑·
2024-10-08,120,≈∫ªÍ¿Ω∑·
2024-10-08,720,≈∫ªÍ¿Ω∑·
2024-10-08,360,≈∫ªÍ¿Ω∑·
2024-10-08,600,≈∫ªÍ¿Ω∑·
2024-10-11,120,≈∫ªÍ¿Ω∑·
2024-10-11,240,≈∫ªÍ¿Ω∑·
2024-10-14,960,≈∫ªÍ¿Ω∑·
2024-10-14,480,≈∫ªÍ¿Ω∑·
2024-10-14,3960,≈∫ªÍ¿Ω∑·
2024-10-15,600,≈∫ªÍ¿Ω∑·
2024-10-15,300,≈∫ªÍ¿Ω∑·
2024-10-15,300,≈∫ªÍ¿Ω∑·
