일자,수량,소분류
2024-08-06,400,봉지라면
2024-08-06,24,봉지라면
2024-08-06,80,봉지라면
2024-08-06,80,봉지라면
2024-08-06,192,봉지라면
2024-08-08,1200,봉지라면
2024-08-09,24,봉지라면
2024-08-09,80,봉지라면
2024-08-09,80,봉지라면
2024-08-09,448,봉지라면
2024-08-10,400,봉지라면
2024-08-10,40,봉지라면
2024-08-12,24,봉지라면
2024-08-12,40,봉지라면
2024-08-14,240,봉지라면
2024-08-14,408,봉지라면
2024-08-16,24,봉지라면
2024-08-16,40,봉지라면
2024-08-20,400,봉지라면
2024-08-21,384,봉지라면
2024-08-22,40,봉지라면
2024-08-22,16,봉지라면
2024-08-23,400,봉지라면
2024-08-24,184,봉지라면
2024-08-26,80,봉지라면
2024-08-28,400,봉지라면
2024-08-28,40,봉지라면
2024-08-28,560,봉지라면
2024-08-28,40,봉지라면
2024-08-28,-10,봉지라면
2024-08-29,400,봉지라면
2024-09-02,24,봉지라면
2024-09-02,800,봉지라면
2024-09-02,240,봉지라면
2024-09-03,0,봉지라면
2024-09-03,6160,봉지라면
2024-09-04,3200,봉지라면
2024-09-04,40,봉지라면
2024-09-04,320,봉지라면
2024-09-04,16,봉지라면
2024-09-04,56,봉지라면
2024-09-05,1024,봉지라면
2024-09-05,240,봉지라면
2024-09-05,400,봉지라면
2024-09-09,-32,봉지라면
2024-09-10,160,봉지라면
2024-09-11,-16,봉지라면
2024-09-12,-24,봉지라면
2024-09-14,400,봉지라면
2024-09-14,24,봉지라면
2024-09-14,24,봉지라면
2024-09-14,240,봉지라면
2024-09-19,152,봉지라면
2024-09-20,800,봉지라면
2024-09-20,408,봉지라면
2024-09-21,16,봉지라면
2024-09-23,648,봉지라면
2024-09-23,160,봉지라면
2024-09-24,16,봉지라면
2024-09-24,16,봉지라면
2024-09-24,16,봉지라면
2024-09-24,24,봉지라면
2024-09-24,192,봉지라면
2024-09-26,400,봉지라면
2024-09-28,80,봉지라면
2024-09-28,200,봉지라면
2024-09-30,256,봉지라면
2024-09-30,400,봉지라면
2024-09-30,40,봉지라면
2024-09-30,160,봉지라면
2024-10-01,160,봉지라면
2024-10-02,16,봉지라면
2024-10-02,16,봉지라면
2024-10-04,16,봉지라면
2024-10-04,400,봉지라면
2024-10-04,2240,봉지라면
2024-10-04,3360,봉지라면
2024-10-04,80,봉지라면
2024-10-04,80,봉지라면
2024-10-07,400,봉지라면
2024-10-07,400,봉지라면
2024-10-07,3200,봉지라면
2024-10-07,80,봉지라면
2024-10-08,40,봉지라면
2024-10-08,16,봉지라면
2024-10-08,80,봉지라면
2024-10-08,800,봉지라면
2024-10-08,-8,봉지라면
2024-10-08,-16,봉지라면
2024-10-10,400,봉지라면
2024-10-10,392,봉지라면
2024-10-11,400,봉지라면
2024-10-11,80,봉지라면
2024-10-11,16,봉지라면
2024-10-11,16,봉지라면
2024-10-11,80,봉지라면
2024-10-12,40,봉지라면
2024-10-12,16,봉지라면
2024-10-12,160,봉지라면
2024-10-12,160,봉지라면
2024-10-14,384,봉지라면
2024-10-14,400,봉지라면
2024-10-14,408,봉지라면
2024-10-14,408,봉지라면
2024-10-14,1120,봉지라면
2024-10-16,400,봉지라면
2024-10-17,200,봉지라면
2024-10-17,80,봉지라면
2024-10-17,448,봉지라면
2024-10-17,16,봉지라면
2024-10-17,80,봉지라면
2024-10-18,80,봉지라면
2024-10-18,-16,봉지라면
2024-10-18,-40,봉지라면
2024-10-18,-8,봉지라면
2024-10-18,480,봉지라면
2024-10-22,160,봉지라면
2024-10-22,400,봉지라면
2024-10-22,240,봉지라면
2024-10-23,40,봉지라면
2024-10-25,160,봉지라면
2024-10-25,40,봉지라면
2024-10-28,1792,봉지라면
2024-10-28,24,봉지라면
2024-10-28,1752,봉지라면
2024-10-28,192,봉지라면
2024-10-30,40,봉지라면
2024-10-30,-8,봉지라면
2024-11-02,1120,봉지라면
2024-11-02,4480,봉지라면
2024-11-04,3200,봉지라면
2024-11-05,16,봉지라면
2024-11-05,16,봉지라면
2024-11-05,800,봉지라면
2024-11-08,40,봉지라면
2024-11-11,160,봉지라면
2024-11-12,40,봉지라면
2024-11-12,336,봉지라면
2024-11-15,184,봉지라면
2024-11-15,16,봉지라면
2024-11-15,16,봉지라면
2024-11-15,72,봉지라면
2024-11-15,80,봉지라면
2024-11-18,80,봉지라면
2024-11-18,40,봉지라면
2024-11-18,560,봉지라면
2024-11-18,-16,봉지라면
2024-11-19,16,봉지라면
2024-11-19,240,봉지라면
2024-11-19,448,봉지라면
2024-11-19,240,봉지라면
2024-11-22,1120,봉지라면
2024-11-23,400,봉지라면
2024-11-23,240,봉지라면
2024-11-27,512,봉지라면
2024-11-27,240,봉지라면
2024-11-28,16,봉지라면
2024-11-28,16,봉지라면
2024-11-29,240,봉지라면
2024-11-29,744,봉지라면
2024-11-29,640,봉지라면
2024-11-29,80,봉지라면
2024-11-30,80,봉지라면
2024-12-02,400,봉지라면
2024-12-02,560,봉지라면
2024-12-03,24,봉지라면
2024-12-03,192,봉지라면
2024-12-04,400,봉지라면
2024-12-05,160,봉지라면
2024-12-05,40,봉지라면
2024-12-05,800,봉지라면
2024-12-06,1120,봉지라면
2024-12-06,2240,봉지라면
2024-12-09,3584,봉지라면
2024-12-09,64,봉지라면
2024-12-09,160,봉지라면
2024-12-10,400,봉지라면
2024-12-10,560,봉지라면
2024-12-10,80,봉지라면
2024-12-10,64,봉지라면
2024-12-10,512,봉지라면
2024-12-10,-8,봉지라면
2024-12-11,1600,봉지라면
2024-12-11,184,봉지라면
2024-12-11,400,봉지라면
2024-12-12,40,봉지라면
2024-12-12,24,봉지라면
2024-12-12,136,봉지라면
2024-12-12,-8,봉지라면
2024-12-16,800,봉지라면
2024-12-16,240,봉지라면
2024-12-16,560,봉지라면
2024-12-16,800,봉지라면
2024-12-16,160,봉지라면
2024-12-16,160,봉지라면
2024-12-18,16,봉지라면
2024-12-18,448,봉지라면
2024-12-18,800,봉지라면
2024-12-19,160,봉지라면
2024-12-20,-6,봉지라면
2024-12-20,-96,봉지라면
2024-12-20,160,봉지라면
2024-12-23,400,봉지라면
2024-12-23,800,봉지라면
2024-12-23,160,봉지라면
2024-12-24,16,봉지라면
2024-12-25,240,봉지라면
2024-12-25,-16,봉지라면
2024-12-28,400,봉지라면
2024-12-30,160,봉지라면
2024-12-30,160,봉지라면
2024-12-31,248,봉지라면
